ndc,front_path,back_path,split
00071-1012-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1012-68_NLMIMAGE10_C63BE31F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1012-68_NLMIMAGE10_C63BE31F.jpg,train
00071-1013-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1013-68_NLMIMAGE10_5115A8FD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1013-68_NLMIMAGE10_5115A8FD.jpg,train
00071-1014-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1014-68_NLMIMAGE10_5715ABFD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1014-68_NLMIMAGE10_5715ABFD.jpg,train
00071-1015-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1015-68_NLMIMAGE10_5215A92D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1015-68_NLMIMAGE10_5215A92D.jpg,train
00071-1016-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1016-68_NLMIMAGE10_5A15AD7D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1016-68_NLMIMAGE10_5A15AD7D.jpg,train
00071-1017-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1017-68_NLMIMAGE10_5515AAAD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1017-68_NLMIMAGE10_5515AAAD.jpg,train
00071-1018-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1018-68_NLMIMAGE10_5815AC2D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1018-68_NLMIMAGE10_5815AC2D.jpg,train
00071-1019-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-1019-68_NLMIMAGE10_4F15A7AD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-1019-68_NLMIMAGE10_4F15A7AD.jpg,train
00071-3740-66,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00071-3740-66_NLMIMAGE10_E815741B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00071-3740-66_NLMIMAGE10_E815741B.jpg,train
00078-0379-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00078-0379-05_NLMIMAGE10_6115B0AD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00078-0379-05_NLMIMAGE10_6115B0AD.jpg,val
00078-0384-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00078-0384-05_NLMIMAGE10_052102A8.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00078-0384-05_NLMIMAGE10_052102A8.jpg,train
00078-0406-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00078-0406-05_NLMIMAGE10_5E15AF2D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00078-0406-05_NLMIMAGE10_5E15AF2D.jpg,train
00093-0657-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-0657-01_NLMIMAGE10_F137F88F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-0657-01_NLMIMAGE10_F137F88F.jpg,train
00093-0658-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-0658-01_NLMIMAGE10_2B2B15C8.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-0658-01_NLMIMAGE10_2B2B15C8.jpg,train
00093-1005-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-1005-01_NLMIMAGE10_9629CB0E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-1005-01_NLMIMAGE10_9629CB0E.jpg,val
00093-1006-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-1006-01_NLMIMAGE10_761C3B61.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-1006-01_NLMIMAGE10_761C3B61.jpg,train
00093-2080-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-2080-01_NLMIMAGE10_D326E9C7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-2080-01_NLMIMAGE10_D326E9C7.jpg,train
00093-2130-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-2130-01_NLMIMAGE10_E329F1AF.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-2130-01_NLMIMAGE10_E329F1AF.jpg,train
00093-2131-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-2131-01_NLMIMAGE10_E729F3BF.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-2131-01_NLMIMAGE10_E729F3BF.jpg,val
00093-3040-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3040-06_NLMIMAGE10_F343F9EF.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3040-06_NLMIMAGE10_F343F9EF.jpg,val
00093-3107-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3107-01_NLMIMAGE10_CE19674B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3107-01_NLMIMAGE10_CE19674B.jpg,train
00093-3109-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3109-05_NLMIMAGE10_0F2687E4.jpg,val
00093-3109-53,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3109-53_NLMIMAGE10_C819644B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3109-53_NLMIMAGE10_C819644B.jpg,train
00093-3145-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3145-01_NLMIMAGE10_CB1965CB.jpg,val
00093-3147-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3147-01_NLMIMAGE10_C51962CB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3147-01_NLMIMAGE10_C51962CB.jpg,train
00093-3160-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3160-06_NLMIMAGE10_FB297DFB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3160-06_NLMIMAGE10_FB297DFB.jpg,val
00093-3171-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-3171-01_NLMIMAGE10_E626F327.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-3171-01_NLMIMAGE10_E626F327.jpg,train
00093-4029-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-4029-01_NLMIMAGE10_272713C8.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-4029-01_NLMIMAGE10_272713C8.jpg,train
00093-4030-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-4030-01_NLMIMAGE10_20271038.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-4030-01_NLMIMAGE10_20271038.jpg,train
00093-4336-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-4336-01_NLMIMAGE10_CA2DE50F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-4336-01_NLMIMAGE10_CA2DE50F.jpg,train
00093-4338-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-4338-01_NLMIMAGE10_BC2DDE7E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-4338-01_NLMIMAGE10_BC2DDE7E.jpg,train
00093-4339-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-4339-01_NLMIMAGE10_B82DDC0E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-4339-01_NLMIMAGE10_B82DDC0E.jpg,train
00093-5256-68,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5256-68_NLMIMAGE10_8727C3AE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5256-68_NLMIMAGE10_8727C3AE.jpg,train
00093-5292-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5292-01_NLMIMAGE10_42422131.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5292-01_NLMIMAGE10_42422131.jpg,train
00093-5293-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5293-01_NLMIMAGE10_46422341.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5293-01_NLMIMAGE10_46422341.jpg,train
00093-5295-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5295-01_NLMIMAGE10_AD41D6FE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5295-01_NLMIMAGE10_AD41D6FE.jpg,val
00093-5296-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5296-01_NLMIMAGE10_40422071.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5296-01_NLMIMAGE10_40422071.jpg,train
00093-5297-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5297-01_NLMIMAGE10_3C421E30.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5297-01_NLMIMAGE10_3C421E30.jpg,train
00093-5298-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5298-01_NLMIMAGE10_F7427BC3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5298-01_NLMIMAGE10_F7427BC3.jpg,train
00093-5353-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5353-01_NLMIMAGE10_03270198.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5353-01_NLMIMAGE10_03270198.jpg,val
00093-5354-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5354-01_NLMIMAGE10_E73673E3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5354-01_NLMIMAGE10_E73673E3.jpg,train
00093-5512-89,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5512-89_NLMIMAGE10_C33661E3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5512-89_NLMIMAGE10_C33661E3.jpg,train
00093-5513-89,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5513-89_NLMIMAGE10_B7365BE2.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5513-89_NLMIMAGE10_B7365BE2.jpg,train
00093-5514-89,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5514-89_NLMIMAGE10_B33659D2.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5514-89_NLMIMAGE10_B33659D2.jpg,train
00093-5655-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5655-56_NLMIMAGE10_614730A9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5655-56_NLMIMAGE10_614730A9.jpg,train
00093-5740-65,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5740-65_NLMIMAGE10_F743FBFF.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5740-65_NLMIMAGE10_F743FBFF.jpg,train
00093-5741-65,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5741-65_NLMIMAGE10_654732B9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5741-65_NLMIMAGE10_654732B9.jpg,train
00093-5742-65,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-5742-65_NLMIMAGE10_654732E9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-5742-65_NLMIMAGE10_654732E9.jpg,train
00093-6450-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-6450-56_NLMIMAGE10_C542E2E7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-6450-56_NLMIMAGE10_C542E2E7.jpg,train
00093-6451-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-6451-56_NLMIMAGE10_54402A41.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-6451-56_NLMIMAGE10_54402A41.jpg,train
00093-7165-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7165-01_NLMIMAGE10_C042E077.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7165-01_NLMIMAGE10_C042E077.jpg,train
00093-7166-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7166-01_NLMIMAGE10_C142E0A7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7166-01_NLMIMAGE10_C142E0A7.jpg,train
00093-7170-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7170-06_NLMIMAGE10_C542E2B7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7170-06_NLMIMAGE10_C542E2B7.jpg,train
00093-7306-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7306-06_NLMIMAGE10_BC42DE66.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7306-06_NLMIMAGE10_BC42DE66.jpg,train
00093-7335-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7335-06_NLMIMAGE10_C526E2A7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7335-06_NLMIMAGE10_C526E2A7.jpg,train
00093-7336-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7336-06_NLMIMAGE10_FA26FD17.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7336-06_NLMIMAGE10_FA26FD17.jpg,val
00093-7350-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7350-56_NLMIMAGE10_5B2D2DA9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7350-56_NLMIMAGE10_5B2D2DA9.jpg,train
00093-7351-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7351-56_NLMIMAGE10_692D3499.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7351-56_NLMIMAGE10_692D3499.jpg,val
00093-7370-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7370-01_NLMIMAGE10_F026F807.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7370-01_NLMIMAGE10_F026F807.jpg,train
00093-7371-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7371-01_NLMIMAGE10_CE19671B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7371-01_NLMIMAGE10_CE19671B.jpg,train
00093-7372-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7372-01_NLMIMAGE10_C819641B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7372-01_NLMIMAGE10_C819641B.jpg,train
00093-7373-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7373-01_NLMIMAGE10_031B81CC.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7373-01_NLMIMAGE10_031B81CC.jpg,train
00093-7384-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7384-56_NLMIMAGE10_052F829C.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7384-56_NLMIMAGE10_052F829C.jpg,train
00093-7385-98,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7385-98_NLMIMAGE10_9005C87E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7385-98_NLMIMAGE10_9005C87E.jpg,train
00093-7386-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7386-56_NLMIMAGE10_9612CB46.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7386-56_NLMIMAGE10_9612CB46.jpg,train
00093-7436-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7436-01_NLMIMAGE10_8D3046B2.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7436-01_NLMIMAGE10_8D3046B2.jpg,val
00093-7437-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7437-01_NLMIMAGE10_80304022.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7437-01_NLMIMAGE10_80304022.jpg,train
00093-7438-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7438-01_NLMIMAGE10_84304232.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7438-01_NLMIMAGE10_84304232.jpg,train
00093-7542-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7542-06_NLMIMAGE10_4638A355.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7542-06_NLMIMAGE10_4638A355.jpg,val
00093-7543-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7543-56_NLMIMAGE10_4B38A5C5.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7543-56_NLMIMAGE10_4B38A5C5.jpg,train
00093-7544-56,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7544-56_NLMIMAGE10_4738A385.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7544-56_NLMIMAGE10_4738A385.jpg,train
00093-7670-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7670-01_NLMIMAGE10_8327C19E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7670-01_NLMIMAGE10_8327C19E.jpg,train
00093-7671-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7671-01_NLMIMAGE10_FE26FF27.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7671-01_NLMIMAGE10_FE26FF27.jpg,train
00093-7795-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7795-06_NLMIMAGE10_A727D3CE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7795-06_NLMIMAGE10_A727D3CE.jpg,train
00093-7796-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-7796-06_NLMIMAGE10_AB27D5DE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-7796-06_NLMIMAGE10_AB27D5DE.jpg,train
00093-8055-14,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-8055-14_NLMIMAGE10_CD3866F3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-8055-14_NLMIMAGE10_CD3866F3.jpg,train
00093-8940-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00093-8940-01_NLMIMAGE10_FB267DF3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00093-8940-01_NLMIMAGE10_FB267DF3.jpg,train
00115-0533-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00115-0533-01_NLMIMAGE10_9405CA2E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00115-0533-01_NLMIMAGE10_9405CA2E.jpg,train
00115-1438-08,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00115-1438-08_NLMIMAGE10_9151C88E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00115-1438-08_NLMIMAGE10_9151C88E.jpg,train
00143-3018-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00143-3018-01_NLMIMAGE10_8351C19E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00143-3018-01_NLMIMAGE10_8351C19E.jpg,train
00143-3142-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00143-3142-05_NLMIMAGE10_E005702B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00143-3142-05_NLMIMAGE10_E005702B.jpg,train
00143-9803-50,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00143-9803-50_NLMIMAGE10_1D458EBC.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00143-9803-50_NLMIMAGE10_1D458EBC.jpg,train
00149-0007-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00149-0007-05_NLMIMAGE10_AB1FD58E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00149-0007-05_NLMIMAGE10_AB1FD58E.jpg,train
